name,product_id,price,brand,age,images,color,shoes sizes
Men's Puma BMW MMS R-Cat Black Shoe,130609ABBD6," R 1,499.95",Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57631928.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57631928_01.jpg']]",White/Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's adidas Courtmaster Black/Stone Shoe,130609ABBH1, R 999.95,Adidas,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57634626.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57634626_01.jpg']]",Black/Natural,"['6', '7', '8', '9', '10', '11', '12']"
Men's Puma Ferrari R-Cat Red/Black Shoe,130609ABBD8," R 1,199.95",Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57631951.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57631951_01.jpg']]",Red/Black,"['6', '7', '8', '9', '10', '11']"
Men's Puma Mercedes R-Cat Black/Green Shoe,130609ABBD9," R 1,499.95",Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57631960.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57631960_01.jpg']]",Black/Green,"['6', '7', '8', '9', '10', '11', '12']"
Men's Le Coq Sportif Provencale Low Craft Pu Brown/Gum Shoe,130609ABBN9," R 1,399.95",Le Coq Sportif,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57637723.jpg'], []]",Brown,"['6', '7', '8', '9', '10', '11']"
Men's Reebok Royal Glide Black Shoe,130609ABBI7, R 999.95,Reebok,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57635362.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57635362_01.jpg']]",Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Nike Court Royale 2 Mid Black/Royal Shoe,130609AAWP6, R 999.95,Nike,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57541922.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57541922_01.jpg']]",Black/Blue,"['6', '7', '8', '9', '10', '11', '12']"
Men's Nike SB Charge Suede Olive Green Shoe,130609AAWQ4, R 879.95,Nike,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57542170.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57542170_01.jpg']]",Olive Green,"['6', '7', '8', '9', '10', '11', '12']"
Men's Puma Smash Buck v2 Black/Grey Shoe,130609ABBD0, R 899.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57631805.jpg'], []]",Black/Grey,"['6', '7', '8', '9', '10', '11', '12']"
Men's Puma Basket SL Brown Shoe,130609AAVX6, R 639.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57526680.jpg'], []]",Light Brown,"['6', '7', '8', '9', '10', '11']"
Men's Le Coq Sportif Saint Cottreau Canvas Navy Shoe,130609AAXO0, R 499.95,Le Coq Sportif,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57562005.jpg'], []]",Navy,"['7', '8', '9', '10', '11']"
Men's adidas Breaknet Plus Black/Multi Shoe,130609ABBF3, R 769.95,Adidas,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57633119.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57633119_01.jpg']]",Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Puma Anzarun Lite Black/Grey Shoe,130609ABCQ5, R 799.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57694460.jpg'], []]",Black/Grey,"['7', '8', '9', '10', '11', '12', '13']"
Men's Puma C-Skate Navy/White Shoe,130609ABEB1, R 999.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57756704.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57756704_01.jpg']]",Navy/White,"['6', '7', '8', '9', '10', '11', '12']"
Men's Le Coq Sportif Provencale II Low Suede Olive Shoe,130609AAXN8," R 1,279.95",Le Coq Sportif,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57561987.jpg'], []]",Khaki,"['6', '7', '8', '9', '10', '11']"
Men's Reebok Royal Glide  White/Navy Shoe,130609ABBI6, R 999.95,Reebok,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57635353.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57635353_01.jpg']]",White/Navy,"['6', '7', '8', '9', '10', '11', '12']"
Men's Nike Court Royale 2 Low Black/White Shoe,130609AAUJ1, R 879.95,Nike,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57480850.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57480850_01.jpg']]",Black/White,"['6', '7', '8', '9', '10', '11']"
Men's Vans Seldan Black Shoe,130609AAYJ7, R 699.95,Vans,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57579131.jpg'], []]",Black,"['7', '8', '9', '10', '11']"
Men's Nike Court Vision Lo White/Gum Shoe,130609AAYN5, R 959.95,Nike,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57580846.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57580846_01.jpg']]",White,"['6', '7', '8', '8.5', '9', '10', '11']"
Men's Nike Court Vision Lo Black/Black Shoe,130609AAVJ7," R 1,199.95",Nike,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57506637.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57506637_01.jpg']]",Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Puma C-Skate Black Shoe,130609AAVV7, R 999.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57517528.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57517528_01.jpg']]",Black,"['7', '8', '9', '10', '11']"
Men's Converse All Star Mono Leather White Shoe,130609AAYY8, R 549.95,Converse,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57591649.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57591649_01.jpg']]",White,"['6', '7', '8', '9', '10', '11']"
Men's Converse CTAS High Street HI Black Shoe,130609AAYY9, R 549.95,Converse,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57591658.jpg'], []]",Black/White,"['7', '8', '9', '10', '11', '12']"
Men's Puma C-Skate Black/White Shoe,130609AAYW4, R 799.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57588690.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57588690_01.jpg']]",Black/White,"['7', '8', '9', '10', '11']"
Men's Reebok Royal Glide White/Royal/Red Shoe,130609AAVU5, R 799.95,Reebok,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57515808.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57515808_01.jpg']]",White/Blue,"['6', '7', '8', '9', '10', '11']"
Men's adidas VS Pace Grey/Black Shoe,130609AAXJ1, R 899.95,Adidas,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57556249.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57556249_01.jpg']]",Grey/Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Le Coq Sportif Provencale Low Craft PU White/Blue Shoe,130609AAWV6," R 1,399.95",Le Coq Sportif,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57546420.jpg'], []]",White/Blue,"['6', '7', '8', '9', '10', '11']"
Men's Reebok Royal Glide Ripple Black Shoe,130609AAPA3, R 749.95,Reebok,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57291106.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57291106_01.jpg']]",Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Vans Ward Black/White/Gum Shoe,130609AALI2, R 799.95,Vans,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57198693.jpg'], []]",Black/White,"['6', '7', '8', '9', '10', '11', '12']"
Men's Le Coq Sportif Provencale Low Navy Shoe,130609AAPG7," R 1,399.95",Le Coq Sportif,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57297692.jpg'], []]",Navy,"['6', '7', '8', '9', '10', '11']"
Men's Puma Drift Cat 5 Navy Shoe,130609AAOK0, R 649.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57282887.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57282887_01.jpg']]",Navy,"['7', '8', '9', '10', '11']"
Men's Puma Drift Cat 5 Black Shoe,130609AAOJ9, R 999.95,Puma,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57282878.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57282878_01.jpg']]",Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Le Coq Sportif Provencale II Low Craft Pu Khaki/Gum Shoe,130609AAOZ8," R 1,399.95",Le Coq Sportif,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57290930.jpg'], []]",Khaki,"['6', '7', '8', '9', '10', '11']"
Men's Le Coq Sportif Provencale Low Craft PU Black Shoe,130609AAPG6," R 1,399.95",Le Coq Sportif,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57297683.jpg'], []]",Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Nike Court Vision Low White Shoe,130609AAKE8," R 1,199.95",Nike,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57173849.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57173849_01.jpg']]",White,"['7', '8', '9', '10', '11', '12']"
Men's Nike Manoa Leather Mid Boot,130609AAKF2," R 1,899.95",Nike,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57173891.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57173891_01.jpg']]",Tan,"['7', '8', '9', '10', '11']"
Men's Vans Doheny Black Shoe,130609AALH4, R 749.95,Vans,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/57198618.jpg'], []]",Black,"['6', '7', '8', '9', '10', '11', '12']"
Men's Reebok Royal Glide Ripple Clip White Shoe,139244AAFV9, R 999.95,Reebok,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31664041.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31664041_01.jpg']]",White,"['6', '7', '8', '9', '10', '11', '12']"
Men's Converse All Star Hi Navy Shoe,139273AAAA5, R 799.95,Converse,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31614799.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31614799_01.jpg']]",Navy,"['7', '8', '9', '10', '11', '12']"
Men's Converse All Star Low Navy Shoe,139273AAAA6, R 749.95,Converse,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31614808.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31614808_01.jpg']]",Navy,"['6', '7', '8', '9', '10', '11', '12']"
Men's Converse All Star Lo Shoe,139244AAEP6, R 749.95,Converse,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31507870.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31507870_01.jpg']]",White,"['6', '7', '8', '9', '10', '11', '12']"
Men's Converse All Star Low Lifestyle Shoe,139244AAAX9, R 749.95,Converse,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31201198.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31201198_01.jpg']]",Black/White,"['6', '7', '8', '9', '10', '11', '12']"
Men's Converse All Star Hi Lifestyle Shoe,139244AAAY2, R 849.95,Converse,men,"[['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31314316.jpg', 'https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31417997.jpg'], ['https://image.tfgmedia.co.za/image/1/process/259x259?source=https://cdn.tfgmedia.co.za/13/ProductImages/31417997_01.jpg']]",Black/White,"['6', '7', '8', '9', '10', '11', '12']"
